ms.zoning,lot.frontage,lot.area,street,alley,lot.shape,land.contour,lot.config,land.slope,neighborhood,condition.1,condition.2,bldg.type,house.style,overall.qual,overall.cond,year.built,year.remod.add,roof.style,roof.matl,exterior.1st,exterior.2nd,mas.vnr.type,mas.vnr.area,exter.qual,exter.cond,foundation,bsmt.qual,bsmt.cond,bsmt.exposure,bsmtfin.type.1,bsmtfin.sf.1,bsmtfin.type.2,bsmtfin.sf.2,bsmt.unf.sf,total.bsmt.sf,heating,heating.qc,central.air,electrical,x1st.flr.sf,x2nd.flr.sf,low.qual.fin.sf,gr.liv.area,bsmt.full.bath,bsmt.half.bath,full.bath,half.bath,bedroom.abvgr,kitchen.abvgr,kitchen.qual,totrms.abvgrd,functional,fireplaces,fireplace.qu,garage.type,garage.yr.blt,garage.finish,garage.cars,garage.area,garage.qual,garage.cond,paved.drive,wood.deck.sf,open.porch.sf,enclosed.porch,x3ssn.porch,screen.porch,pool.area,pool.qc,fence,misc.feature,mo.sold,yr.sold,sale.type,sale.condition,saleprice,ln.lot.frontage,ln.lot.area,house.age,yrs.since.remod,has.2nd.floor
RL,24,2308,Pave,No Alley,Reg,Lvl,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0,TA,TA,CBlock,Gd,TA,No Exposure,ALQ,306,Unf,0,498,804,GasA,TA,Y,SB,804,744,0,1548,0,0,2,1,3,1,TA,7,Typ,1,TA,D,1976,RFn,2,440,TA,TA,Y,108,0,0,0,0,0,No Pool,No Fence,No Feature,9,2009,Warranty Deed,Normal,146000,3.1780538303479458,7.744136627627991,33,33,1
RL,24,2308,Pave,No Alley,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,CompShg,Plywood,Brk Cmn,None,0,TA,TA,CBlock,TA,TA,No Exposure,ALQ,257,Rec,495,103,855,GasA,TA,Y,SB,855,467,0,1322,0,1,2,1,3,1,TA,6,Typ,1,Fa,A,1974,Unf,2,440,TA,TA,Y,260,0,0,0,0,0,No Pool,No Fence,No Feature,6,2009,Warranty Deed,Normal,147000,3.1780538303479458,7.744136627627991,35,35,1
RL,24,2364,Pave,No Alley,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0,TA,TA,CBlock,Gd,TA,No Exposure,ALQ,320,Unf,0,484,804,GasA,TA,Y,SB,804,744,0,1548,0,1,2,1,3,1,TA,7,Typ,1,TA,D,1978,Unf,2,440,TA,TA,Y,108,0,0,0,0,0,No Pool,No Fence,No Feature,7,2009,Warranty Deed,Normal,147000,3.1780538303479458,7.768110378525988,31,31,1
RL,24,2364,Pave,No Alley,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0,Gd,TA,CBlock,Gd,TA,No Exposure,ALQ,279,Unf,0,576,855,GasA,TA,Y,SB,855,601,0,1456,0,0,2,1,3,1,TA,6,Typ,1,TA,A,1978,Fin,2,440,TA,TA,Y,147,0,0,0,0,0,No Pool,No Fence,No Feature,4,2009,Warranty Deed,Normal,138000,3.1780538303479458,7.768110378525988,31,31,1
RL,24,2104,Pave,No Alley,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,7,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0,TA,TA,CBlock,TA,TA,No Exposure,ALQ,536,Unf,0,300,836,GasA,TA,Y,SB,836,0,0,836,0,1,1,0,2,1,TA,5,Typ,0,No Fireplace,A,1976,Unf,1,345,TA,TA,Y,150,20,0,0,0,0,No Pool,No Fence,No Feature,10,2009,Warranty Deed,Normal,128500,3.1780538303479458,7.651595573857601,33,33,0
RL,65,7150,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60,TA,TA,CBlock,TA,TA,No Exposure,BLQ,432,Unf,0,460,892,GasA,TA,Y,SB,892,0,0,892,0,0,1,0,3,1,TA,5,Typ,0,No Fireplace,A,1967,RFn,1,288,TA,TA,Y,0,0,0,0,0,0,No Pool,GdWo,No Feature,7,2009,Warranty Deed,Normal,100000,4.174387269895637,8.874867635688053,42,42,0
RL,73,10710,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1966,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,165,Gd,TA,PConc,TA,TA,No Exposure,BLQ,644,Unf,0,220,864,GasA,Ex,Y,SB,1120,0,0,1120,0,1,1,0,3,1,TA,5,Typ,1,TA,A,1966,RFn,2,656,TA,TA,Y,0,162,0,0,0,0,No Pool,No Fence,Feature,7,2009,Warranty Deed,Normal,148800,4.290459441148391,9.278933163441794,43,5,0
RL,108,13173,Pave,No Alley,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,300,Gd,TA,PConc,Ex,TA,No Exposure,GLQ,1572,Unf,0,80,1652,GasA,Ex,Y,SB,1652,0,0,1652,1,0,2,0,2,1,Ex,6,Typ,2,Ex,A,2006,Fin,2,840,TA,TA,Y,404,102,0,0,0,0,No Pool,No Fence,No Feature,11,2009,Warranty Deed,Normal,325000,4.68213122712422,9.485924559229828,3,2,0
RL,110,14230,Pave,No Alley,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640,Gd,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,1566,1566,GasA,Ex,Y,SB,1600,0,0,1600,0,0,2,0,3,1,Gd,7,Typ,1,Gd,A,2007,RFn,3,890,TA,TA,Y,0,56,0,0,0,0,No Pool,No Fence,No Feature,7,2009,Warranty Deed,Normal,256300,4.700480365792417,9.563107691083898,2,2,0
RL,98,12704,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,306,Ex,TA,PConc,Ex,TA,No Exposure,Unf,0,Unf,0,2042,2042,GasA,Ex,Y,SB,2042,0,0,2042,0,0,2,1,3,1,Ex,8,Typ,1,Gd,A,2009,RFn,3,1390,TA,TA,Y,0,90,0,0,0,0,No Pool,No Fence,No Feature,8,2009,New,Normal,253293,4.584967478670572,9.449672183486918,1,0,0
RL,95,12350,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,No Exposure,GLQ,986,Unf,0,379,1365,GasA,Ex,Y,SB,1365,1325,0,2690,1,0,2,1,3,1,Ex,8,Typ,1,Gd,A,2009,RFn,3,864,TA,TA,Y,0,197,0,0,0,0,No Pool,No Fence,No Feature,7,2009,New,Normal,398800,4.553876891600541,9.421411342056123,0,0,1
RL,96,11308,Pave,No Alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154,Ex,TA,PConc,Ex,TA,Av,GLQ,936,Unf,0,168,1104,GasA,Ex,Y,SB,1130,1054,0,2184,1,0,2,1,3,1,Ex,10,Typ,1,Gd,A,2008,Fin,3,836,TA,TA,Y,0,102,0,0,0,0,No Pool,No Fence,No Feature,7,2009,Warranty Deed,Normal,335000,4.564348191467836,9.33326571881348,1,1,1
RL,95,12350,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,450,Ex,TA,PConc,Ex,TA,Av,GLQ,1232,Unf,0,788,2020,GasA,Ex,Y,SB,2020,0,0,2020,1,0,2,0,3,1,Ex,7,Typ,1,Gd,A,2008,RFn,3,896,TA,TA,Y,192,98,0,0,0,0,No Pool,No Fence,No Feature,5,2009,Warranty Deed,Normal,404000,4.553876891600541,9.421411342056123,1,1,0
RL,97,13478,Pave,No Alley,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,420,Ex,TA,PConc,Ex,TA,Gd,GLQ,1338,Unf,0,384,1722,GasA,Ex,Y,SB,1728,568,0,2296,1,0,2,1,3,1,Ex,10,Typ,1,Gd,BI,2008,RFn,3,842,TA,TA,Y,382,274,0,0,0,0,No Pool,No Fence,No Feature,6,2009,Other,Normal,451950,4.574710978503383,9.508814005506162,1,1,1
RL,59,23303,Pave,No Alley,Mod+ IR,Lvl,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,20,Gd,TA,PConc,Ex,TA,Av,GLQ,1230,Unf,0,278,1508,GasA,Ex,Y,SB,1508,1012,0,2520,1,0,2,1,5,1,Ex,10,Typ,1,Gd,BI,2007,Fin,3,640,TA,TA,Y,192,273,0,0,0,0,No Pool,No Fence,No Feature,6,2009,Warranty Deed,Not Normal,409900,4.07753744390572,10.056337386630338,2,2,1
RL,76,9591,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,262,Gd,TA,PConc,Ex,TA,Av,GLQ,1088,Unf,0,625,1713,GasA,Ex,Y,SB,1713,0,0,1713,1,0,2,0,3,1,Ex,7,Typ,1,Gd,A,2004,Fin,3,856,TA,TA,Y,0,26,0,0,170,0,No Pool,No Fence,No Feature,1,2009,Warranty Deed,Normal,274900,4.330733340286331,9.16858043772795,5,4,0
RL,77,10872,Pave,No Alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,122,Gd,TA,PConc,Ex,Gd,Av,GLQ,1037,Unf,0,467,1504,GasA,Ex,Y,SB,1531,0,0,1531,1,0,2,0,2,1,Ex,6,Typ,1,Gd,A,2006,Fin,3,700,TA,TA,Y,184,52,0,0,0,0,No Pool,No Fence,No Feature,2,2009,Warranty Deed,Normal,300000,4.343805421853684,9.29394595583098,3,3,0
RL,102,13514,Pave,No Alley,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,None,285,Ex,TA,PConc,Ex,TA,No Exposure,GLQ,1142,Unf,0,632,1774,GasA,Ex,Y,SB,1808,0,0,1808,1,0,2,0,3,1,Ex,7,Typ,1,Gd,A,2008,Fin,3,850,TA,TA,Y,200,26,0,0,0,0,No Pool,No Fence,No Feature,3,2009,Warranty Deed,Normal,324000,4.624972813284271,9.51148146411212,1,1,0
RL,74,8834,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216,Gd,TA,PConc,Ex,TA,No Exposure,GLQ,1170,Unf,0,292,1462,GasA,Ex,Y,SB,1462,762,0,2224,1,0,2,1,4,1,Ex,10,Typ,1,Gd,A,2004,Fin,3,738,TA,TA,Y,184,0,0,0,0,0,No Pool,No Fence,No Feature,6,2009,Warranty Deed,Normal,350000,4.30406509320417,9.086363192156472,5,4,1
RL,85,10655,Pave,No Alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,1124,,479,1603,3206,GasA,Ex,Y,SB,1629,0,0,1629,1,0,2,0,3,1,Gd,7,Typ,1,Gd,A,2003,RFn,3,880,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,No Feature,10,2009,Warranty Deed,Normal,284000,4.442651256490317,9.273784544532717,6,5,0
RL,90,12878,Pave,No Alley,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,418,Gd,TA,PConc,Gd,TA,No Exposure,ALQ,1262,Unf,0,498,1760,GasA,Ex,Y,SB,1760,0,0,1760,1,0,2,0,3,1,Gd,8,Typ,1,Gd,A,2003,Fin,2,583,TA,TA,Y,165,190,0,0,0,0,No Pool,No Fence,No Feature,6,2009,Warranty Deed,Normal,269500,4.499809670330265,9.463275708098129,6,5,0
RL,103,13472,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,922,Ex,TA,PConc,Ex,TA,Gd,GLQ,56,Unf,0,2336,2392,GasA,Ex,Y,SB,2392,0,0,2392,0,0,2,0,3,1,Ex,8,Typ,1,Ex,A,2003,Fin,3,968,TA,TA,Y,248,105,0,0,0,0,No Pool,No Fence,No Feature,6,2009,Warranty Deed,Normal,386250,4.634728988229636,9.508368736482108,6,6,0
RL,110,15274,Pave,No Alley,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,724,Gd,TA,PConc,Ex,TA,No Exposure,GLQ,1972,Unf,0,480,2452,GasA,Ex,Y,SB,2452,0,0,2452,2,0,2,0,3,1,Ex,10,Typ,1,Gd,A,2003,Fin,3,886,TA,TA,Y,0,116,0,0,0,0,No Pool,MnPrv,No Feature,7,2009,Warranty Deed,Normal,445000,4.700480365792417,9.63390731544833,6,6,0
RL,47,6904,Pave,No Alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240,Gd,TA,PConc,Gd,TA,Av,ALQ,836,Unf,0,522,1358,GasA,Ex,Y,SB,1358,0,0,1358,0,0,2,0,2,1,Gd,6,Typ,1,Gd,A,2005,RFn,2,484,TA,TA,Y,192,36,0,0,0,0,No Pool,No Fence,No Feature,8,2009,Warranty Deed,Normal,213000,3.8501476017100584,8.839856232763264,4,4,0
RL,34,5381,Pave,No Alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135,Gd,TA,PConc,Gd,TA,Av,ALQ,900,Unf,0,406,1306,GasA,Ex,Y,SB,1306,0,0,1306,1,0,2,0,1,1,Gd,5,Typ,1,Gd,A,2005,RFn,2,624,TA,TA,Y,170,63,0,0,0,0,No Pool,No Fence,No Feature,8,2009,Warranty Deed,Normal,196000,3.5263605246161616,8.59062950948942,4,4,0
RL,80,10307,Pave,No Alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,176,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,876,Unf,0,474,1350,GasA,Ex,Y,SB,1358,0,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,Gd,A,2008,RFn,2,484,TA,TA,Y,192,26,0,0,0,0,No Pool,No Fence,No Feature,5,2009,Warranty Deed,Normal,212500,4.382026634673881,9.240578555036793,2,1,0
RL,44,7390,Pave,No Alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2009,Hip,CompShg,MetalSd,MetalSd,BrkFace,308,Ex,TA,PConc,Ex,TA,No Exposure,GLQ,800,Unf,0,1084,1884,GasA,Ex,Y,SB,1884,0,0,1884,1,0,2,0,2,1,Ex,6,Typ,1,Gd,A,2008,Fin,2,649,TA,TA,Y,231,90,0,0,0,0,No Pool,No Fence,No Feature,5,2009,New,Normal,320000,3.784189633918261,8.907883013942248,1,0,0
RL,48,6472,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,BrkFace,500,Ex,TA,PConc,Ex,TA,No Exposure,Unf,0,Unf,0,1451,1451,GasA,Ex,Y,SB,1456,0,0,1456,0,0,2,0,2,1,Ex,6,Typ,1,Gd,A,2008,RFn,2,539,TA,TA,Y,192,42,0,0,0,0,No Pool,No Fence,No Feature,4,2009,Warranty Deed,Normal,248500,3.871201010907891,8.775240458738327,1,1,0
RL,48,6240,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,863,Unf,0,461,1324,GasA,Ex,Y,SB,1324,0,0,1324,1,0,2,0,2,1,Gd,6,Typ,1,Gd,A,2006,Fin,2,550,TA,TA,Y,192,38,0,0,0,0,No Pool,No Fence,No Feature,12,2009,Warranty Deed,Normal,254000,3.871201010907891,8.738735461363474,3,3,0
RL,36,2268,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,567,Unf,0,197,764,GasA,Ex,Y,SB,764,862,0,1626,0,0,2,0,2,1,Gd,6,Typ,0,No Fireplace,BI,2003,RFn,2,474,TA,TA,Y,0,27,0,0,0,0,No Pool,No Fence,No Feature,7,2009,Warranty Deed,Normal,173000,3.58351893845611,7.7266536648476425,6,5,1
RL,63,10928,Pave,No Alley,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Gd,No Exposure,Unf,0,Unf,0,728,728,GasA,Ex,Y,SB,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,Gd,A,2005,Fin,2,390,TA,TA,Y,100,0,0,0,0,0,No Pool,No Fence,No Feature,6,2009,Warranty Deed,Normal,184000,4.143134726391533,9.29908358181057,4,4,1
RL,122,11911,Pave,No Alley,Mod+ IR,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,684,GasA,Ex,Y,SB,684,876,0,1560,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BI,2005,Fin,2,400,TA,TA,Y,100,38,0,0,0,0,No Pool,No Fence,No Feature,3,2009,Warranty Deed,Normal,174000,4.804021044733257,9.385217621880901,4,4,1
RL,53,3684,Pave,No Alley,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130,Gd,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,1373,1373,GasA,Ex,Y,SB,1555,0,0,1555,0,0,2,0,2,1,Gd,7,Typ,1,TA,A,2007,Fin,3,660,TA,TA,Y,143,20,0,0,0,0,No Pool,No Fence,No Feature,6,2009,Warranty Deed,Normal,174000,3.970291913552122,8.211754397375197,2,2,0
RL,51,3635,Pave,No Alley,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130,Gd,TA,PConc,Gd,TA,No Exposure,ALQ,988,Unf,0,398,1386,GasA,Ex,Y,SB,1569,0,0,1569,0,1,2,0,1,1,Gd,7,Typ,1,TA,A,2007,RFn,3,660,TA,TA,Y,143,20,0,0,0,0,No Pool,No Fence,No Feature,5,2009,Warranty Deed,Normal,175900,3.9318256327243257,8.19836438996762,2,2,0
RL,43,3182,Pave,No Alley,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1357,1373,GasA,Ex,Y,SB,1555,0,0,1555,0,0,2,0,2,1,Gd,7,Typ,1,TA,A,2005,Fin,2,430,TA,TA,Y,143,20,0,0,0,0,No Pool,No Fence,No Feature,5,2009,Warranty Deed,Normal,192500,3.7612001156935624,8.065265208897733,4,3,0
RL,43,3182,Pave,No Alley,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,16,Unf,0,1330,1346,GasA,Ex,Y,SB,1504,0,0,1504,0,0,2,0,1,1,Gd,7,Typ,1,Gd,A,2005,Fin,2,457,TA,TA,Y,156,0,0,0,0,0,No Pool,No Fence,No Feature,5,2009,Warranty Deed,Normal,181000,3.7612001156935624,8.065265208897733,4,3,0
RL,43,3182,Pave,No Alley,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,16,Unf,0,1129,1145,GasA,Ex,Y,SB,1145,0,0,1145,0,0,2,0,2,1,Gd,5,Typ,1,Gd,A,2005,Fin,2,397,TA,TA,Y,100,16,0,0,0,0,No Pool,No Fence,No Feature,9,2009,Warranty Deed,Normal,160200,3.7612001156935624,8.065265208897733,4,3,0
RL,64,8068,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,1010,1010,GasA,Ex,Y,SB,1010,1257,0,2267,0,0,2,1,4,1,Gd,8,Typ,1,TA,BI,2002,RFn,2,390,TA,TA,Y,120,46,0,0,0,0,No Pool,No Fence,No Feature,12,2009,Other,Normal,200000,4.1588830833596715,8.995660899074103,7,7,1
RL,59,9434,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2005,Gable,CompShg,WdShing,Wd Shng,None,0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,384,384,GasA,Ex,Y,SB,744,630,0,1374,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BI,2004,Fin,2,400,TA,TA,Y,100,0,0,0,0,0,No Pool,No Fence,No Feature,8,2009,Warranty Deed,Normal,170000,4.07753744390572,9.152075463844207,5,4,1
RL,62,7984,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,200,Gd,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,868,868,GasA,Ex,Y,SB,868,762,0,1630,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BI,2004,Fin,2,436,TA,TA,Y,120,48,0,0,0,0,No Pool,No Fence,No Feature,9,2009,Warranty Deed,Normal,189500,4.127134385045092,8.9851948179913,5,4,1
RL,64,7750,Pave,No Alley,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,353,Unf,0,55,408,GasA,Ex,Y,SB,779,640,0,1419,1,0,2,1,3,1,Gd,7,Typ,1,TA,BI,2002,Fin,2,527,TA,TA,Y,120,0,0,0,0,0,No Pool,No Fence,No Feature,3,2009,Warranty Deed,Normal,184100,4.1588830833596715,8.955448122347393,7,7,1
RL,61,10125,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,846,846,GasA,Ex,Y,SB,846,748,0,1594,0,0,2,1,3,1,Gd,7,Typ,1,Gd,A,2004,Fin,2,434,TA,TA,Y,300,48,0,0,0,0,No Pool,MnPrv,No Feature,7,2009,Warranty Deed,Normal,195500,4.110873864173311,9.22276289197474,5,5,1
RL,64,8965,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,652,Unf,0,130,782,GasA,Ex,Y,SB,806,683,0,1489,1,0,2,1,3,1,Gd,8,Typ,1,Gd,A,2003,Fin,2,400,TA,TA,Y,0,75,0,0,0,0,No Pool,No Fence,No Feature,6,2009,Warranty Deed,Normal,192000,4.1588830833596715,9.101083386039234,6,6,1
RL,64,8174,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,494,Unf,0,204,698,GasA,Ex,Y,SB,698,644,0,1342,1,0,2,1,3,1,Gd,7,Typ,1,TA,A,2003,Fin,2,393,TA,TA,Y,100,56,0,0,0,0,No Pool,No Fence,No Feature,5,2009,Warranty Deed,Normal,178000,4.1588830833596715,9.008713664124222,6,6,1
RL,34,5063,Pave,No Alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166,Gd,TA,PConc,Gd,TA,No Exposure,GLQ,904,Unf,0,410,1314,GasA,Ex,Y,SB,1314,0,0,1314,1,0,2,0,2,1,Gd,6,Typ,1,Gd,A,2008,RFn,2,626,TA,TA,Y,172,62,0,0,0,0,No Pool,No Fence,No Feature,4,2009,Other,Normal,207500,3.5263605246161616,8.529714471969909,2,1,0
RL,60,8123,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,TA,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,982,982,GasA,Ex,Y,SB,1007,793,0,1800,0,0,2,1,3,1,TA,7,Typ,1,TA,A,2000,Fin,2,463,TA,TA,Y,100,63,0,0,0,0,No Pool,No Fence,No Feature,6,2009,Warranty Deed,Normal,179000,4.0943445622221,9.002454823050954,9,9,1
RL,42,8433,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No Exposure,GLQ,683,Unf,0,111,794,GasA,Ex,Y,SB,819,695,0,1514,1,0,2,1,3,1,TA,7,Typ,1,TA,A,2000,Fin,2,394,TA,TA,Y,0,72,0,0,0,0,No Pool,No Fence,No Feature,6,2009,Warranty Deed,Normal,190000,3.7376696182833684,9.039907859574642,9,9,1
RL,62,7750,Pave,No Alley,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No Exposure,Unf,0,Unf,0,384,384,GasA,Ex,Y,SB,774,656,0,1430,0,0,2,1,3,1,TA,7,Typ,1,TA,BI,1999,RFn,2,400,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,No Feature,3,2009,Warranty Deed,Normal,156000,4.127134385045092,8.955448122347393,10,9,1
